id,destination_key_value,amount,timestamp,key,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cnpj,company_name,registration_date,status,status_date,share_capital,branch_type,common_transfers_client,all_transfers,confidence_score,fraud_reasons
be79bada-b5b1-4159-9e6b-2ac7222fca24,58150554332905,94445.16,2021-08-06T02:54:39,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,2,17,0.9,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M)"
9afc0a12-5dcb-4a9e-8805-b28e6e0b746c,58150554332905,13674.02,2023-08-03T11:50:20,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,6,502,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M), Algumas transações anteriores com este cliente (3 a 9)"
c1820485-210d-4a7f-89bb-a3898217fc84,58150554332905,75182.43,2020-11-02T17:35:00,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,9,1040,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M), Algumas transações anteriores com este cliente (3 a 9)"
db2b567d-dffd-497b-ba6b-eb95af1f0064,58150554332905,83873.59,2022-04-05T19:56:42,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,2,1081,0.9,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M)"
fbef8257-e447-4e6c-952c-bcdf371bf40c,58150554332905,6509.94,2021-07-13T03:57:28,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,5,83,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M), Algumas transações anteriores com este cliente (3 a 9)"
0c7bbac8-1df6-4454-bb5c-2648dcbd54ff,58150554332905,21373.98,2025-01-08T14:54:00,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,1,553,0.9,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M)"
11e69466-6ff1-4776-876c-2e8770a9bc9d,58150554332905,98076.94,2020-09-13T12:34:36,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,9,860,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M), Algumas transações anteriores com este cliente (3 a 9)"
7c9fdc52-a862-4242-9801-865d3f46dba7,58150554332905,66451.43,2021-05-08T01:12:53,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,7,1160,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M), Algumas transações anteriores com este cliente (3 a 9)"
0576ec3f-1a3f-4554-a0b4-27fd563580ee,58150554332905,20874.09,2021-01-11T05:05:59,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,0,88,0.6,"Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano), Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M)"
6b1aef35-ffda-4838-830b-7c9e8fdd2886,58150554332905,24663.38,2022-11-20T07:30:35,58150554332905,CNPJ,BANCO ORIGINAL S.A.,5325,92793604,CONTA_CORRENTE,PESSOA_JURIDICA,da Rocha,58150554332905,da Rocha,2005-08-25,ATIVO,2025-06-08,1754035.62,MATRIZ,0,928,0.6,"Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano), Empresa ativa, Empresa com mais de 15 anos de existência, Capital social médio (500k - 2M)"
5898224c-5d5d-402e-b8a0-a365c9cc1667,14391370619403,45053.31,2020-12-29T22:56:18,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,1023,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
d3f773cd-c0d7-4512-bfae-cc6271ec1054,14391370619403,8898.46,2024-06-16T10:50:28,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,1099,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
5fe1a89b-1a51-467b-bf3c-02ea0fb1dcab,14391370619403,64832.5,2022-04-03T20:09:50,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,8,1163,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
940378ec-7978-4e1f-b225-d0a9d8294616,14391370619403,26563.22,2022-10-24T23:17:14,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,9,18,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
57f10a85-c122-4ad1-9328-df66a72d65c0,14391370619403,51441.25,2023-05-28T07:53:14,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,1140,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
7424745c-275c-44d8-9948-f1dd971bf27f,14391370619403,92750.4,2024-11-16T10:20:54,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,582,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
d785baf6-69b8-4c2f-8443-2c54747a0a7a,14391370619403,85996.76,2024-09-23T17:04:30,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,1067,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
7b61e0ac-825b-44d5-9445-9f050185fddb,14391370619403,21402.07,2024-04-09T14:19:35,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,6,474,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
237bc20c-5164-4806-9097-7ee21c77da96,14391370619403,88960.55,2021-02-23T15:09:53,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,4,45,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
e95d6072-6830-4902-875e-c4da739538d9,14391370619403,2799.8,2020-06-15T10:05:31,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,4,549,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
7b152ffd-ac4e-454a-880a-c654ea6cd99d,14391370619403,89197.51,2021-12-21T04:56:02,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,9,538,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
0bdf82f6-c395-440d-b7ad-5a85cfa46c7c,14391370619403,1227.46,2021-08-25T22:49:03,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,7,868,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
b705fc5b-7caa-4a58-991f-a5cc4d9b2660,14391370619403,40360.46,2022-05-22T14:45:25,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,4,836,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
0d438a27-5196-4fd7-aeed-f5d608a381fb,14391370619403,80130.14,2024-09-25T09:37:05,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,10,845,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Várias transações anteriores com este cliente (>=10)"
782c624e-2952-4a4e-b41e-9112e70e9bd2,14391370619403,11774.51,2024-01-20T23:19:21,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,12,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
a036d2f8-6e5f-4592-b8a7-afad77e412b9,14391370619403,74848.17,2025-06-05T20:19:52,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,1014,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
40b745a7-8de2-42bc-a40a-b67f2c7550df,14391370619403,61349.63,2022-04-12T09:23:58,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,9,3,1.0,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
dc97dfdb-a59f-45cb-9b39-4155f2e36168,14391370619403,15203.3,2022-12-01T09:47:34,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,95,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
ffd0bac9-991d-4cc3-8054-dd9ff64ab516,14391370619403,24427.17,2023-09-04T05:41:49,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,563,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
3226f206-6ce3-47b0-9232-93da22420ff5,14391370619403,16485.62,2022-09-16T07:51:58,14391370619403,CNPJ,BANCO INTER S.A.,1754,76366764,CONTA_CORRENTE,PESSOA_JURIDICA,Pires Ltda.,14391370619403,Pires Ltda.,1990-04-07,ATIVO,2024-07-14,5727745.33,MATRIZ,0,818,0.7,"Empresa ativa, Empresa com mais de 15 anos de existência, Capital social elevado (>2M)"
742d0c43-33d6-438b-b48e-df4e910f6b54,51332102901290,30889.86,2025-01-24T15:49:25,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,1160,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
f04a7512-3a7b-4a0e-8dc7-4e888abaf5d1,51332102901290,61228.8,2022-07-03T12:05:03,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,3,509,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
ce32dd8b-f091-4482-9dcb-f937d1e691c3,51332102901290,55918.65,2021-12-24T07:11:29,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,3,1180,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
5e8cbdb6-9482-463b-b410-d0762af54b02,51332102901290,315.21,2023-05-05T12:21:02,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,3,516,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
d91582f5-d690-45da-b6ec-a3259303024c,51332102901290,945.74,2021-09-16T15:59:51,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,1,443,0.1,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
e2e74b3b-33c6-47ba-93b4-bbf99d84572e,51332102901290,99373.36,2023-04-09T15:49:10,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,9,464,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
88753aaa-fcce-4de9-b29d-fe88974534a1,51332102901290,65748.62,2023-08-29T05:15:55,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,3,1010,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
fd4318b6-f2b6-4cb6-b388-65c4816fdf96,51332102901290,72182.85,2020-10-14T17:21:39,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,1059,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
0b6c1c4e-3aa8-4f7f-ba4d-911c50ff6dc2,51332102901290,70499.39,2024-08-05T00:54:09,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,1,1072,0.1,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
615d462c-f48f-48fd-9c94-dd4c9acbbd3b,51332102901290,38359.88,2021-01-04T12:08:44,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,815,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
21a4cd0b-b75f-42c7-b870-70060c378436,51332102901290,58145.0,2022-11-11T19:41:17,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,9,572,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
209609cd-cd38-40c7-9e28-705d15e27642,51332102901290,23807.68,2020-06-26T05:17:14,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,1192,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
d79ff4ca-53c2-488c-9ef2-5f5be0ced410,51332102901290,40072.47,2022-11-20T09:53:24,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,6,75,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
44406831-957c-46e5-8984-40996b72a90f,51332102901290,71183.79,2023-11-22T19:16:02,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,10,13,0.5,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano), Empresa com mais de 10 anos de existência, Capital social elevado (>2M), Várias transações anteriores com este cliente (>=10)"
2be4e976-1d76-4a71-8c05-da30862cf3e3,51332102901290,7957.05,2023-05-13T22:09:17,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,1,68,0.1,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
0eafa093-bd10-4cb5-9369-ab3f21ea09c6,51332102901290,85805.04,2023-06-11T21:10:30,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,947,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
c38f4669-04b4-4e2c-8cd3-adae6f86cf64,51332102901290,27372.81,2022-10-21T03:37:45,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,10,56,0.5,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano), Empresa com mais de 10 anos de existência, Capital social elevado (>2M), Várias transações anteriores com este cliente (>=10)"
6ac22033-910a-4ca9-a9e5-7d203bb477ef,51332102901290,88932.59,2021-04-05T06:09:40,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,6,808,0.35,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
d3a2a408-4a6d-40b1-91e0-39e597b4d692,51332102901290,13131.37,2023-07-25T22:05:10,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,0,841,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
1ba16b36-6561-442f-865e-9ed6b4b1387f,51332102901290,5413.3,2020-09-12T17:48:33,51332102901290,CNPJ,NUBANK,6911,99722434,CONTA_CORRENTE,PESSOA_JURIDICA,Jesus,51332102901290,Jesus,2011-10-01,INATIVO,2025-04-27,2938592.85,FILIAL,2,587,0.1,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano)"
fc2fda46-79d8-4791-8417-836e10252e38,68476638753666,91716.84,2024-01-19T03:47:32,68476638753666,CNPJ,NUBANK,2838,78045762,CONTA_POUPANCA,PESSOA_JURIDICA,Melo,68476638753666,Melo,1978-01-17,INATIVO,2024-09-25,8526744.92,MATRIZ,0,593,0.0,"Empresa com status inativo, Mudança de status recente, Nenhuma transação comum com este cliente, Baixa movimentação anual (<1k/ano)"
cc9a8add-444e-41b6-b04d-d200234c3d70,68476638753666,87016.56,2023-06-16T08:46:36,68476638753666,CNPJ,NUBANK,2838,78045762,CONTA_POUPANCA,PESSOA_JURIDICA,Melo,68476638753666,Melo,1978-01-17,INATIVO,2024-09-25,8526744.92,MATRIZ,4,1074,0.45,"Empresa com status inativo, Mudança de status recente, Baixa movimentação anual (<1k/ano), Empresa com mais de 15 anos de existência, Capital social elevado (>2M), Algumas transações anteriores com este cliente (3 a 9)"
