id,destination_key_value,amount,timestamp,key,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cnpj,company_name,registration_date,status,status_date,share_capital,branch_type,common_transfers_client,all_transfers
6cd72325-5390-4c1d-83af-0e84e7aa03b4,05166965183,94424.64,2023-01-09T10:35:28,05166965183,PHONE,CAIXA ECONÔMICA FEDERAL,7146,28654952,CONTA_POUPANCA,PESSOA_JURIDICA,Ramos S/A,52833015066070,Ramos S/A,1995-03-13,ATIVO,2024-11-22,2704134.35,FILIAL,6,556
9dcdceea-89c5-4be5-a9de-34cb6697e79e,08b2a6d9-4d1f-4ca3-8948-ccd750ede0b9,56877.87,2023-07-17T16:00:48,08b2a6d9-4d1f-4ca3-8948-ccd750ede0b9,EVP,BANCO SANTANDER S.A.,6982,89124534,CONTA_CORRENTE,PESSOA_JURIDICA,Farias Guerra Ltda.,79171259916494,Farias Guerra Ltda.,1991-06-27,ATIVO,2025-04-24,7462823.13,FILIAL,0,578
a0fb18b8-04f7-4588-bc9d-8ac8f7191a5a,d0d92ea1-5768-4711-a3da-c2b6c856c2e9,347.17,2021-02-17T19:06:36,d0d92ea1-5768-4711-a3da-c2b6c856c2e9,EVP,BANCO DO BRASIL S.A.,3258,81706216,CONTA_POUPANCA,PESSOA_JURIDICA,Monteiro,47286105163178,Monteiro,2019-04-06,INATIVO,2025-03-03,2842168.72,FILIAL,0,85
482f8011-d040-473c-a996-792473106ce4,43856588591700,74322.72,2020-07-27T20:14:41,43856588591700,CNPJ,BANCO SANTANDER S.A.,4495,32594162,CONTA_POUPANCA,PESSOA_JURIDICA,Montenegro - EI,43856588591700,Montenegro - EI,1989-10-02,ATIVO,2025-03-08,6258191.89,MATRIZ,7,967
af3d3e7f-0ab2-4c94-ab11-a8015f81159b,a8158172-bc8b-4649-b61d-ec2f59463f35,99009.51,2023-03-19T17:24:04,a8158172-bc8b-4649-b61d-ec2f59463f35,EVP,CAIXA ECONÔMICA FEDERAL,1542,94857941,CONTA_POUPANCA,PESSOA_JURIDICA,Moraes e Filhos,54644538939103,Moraes e Filhos,2015-12-31,ATIVO,2024-06-15,9400341.37,FILIAL,0,581
a8946df5-2e60-4024-89fe-f9e6c4f7d36c,558408490493,87644.72,2023-09-16T01:59:26,558408490493,PHONE,BANCO INTER S.A.,8758,14986285,CONTA_POUPANCA,PESSOA_JURIDICA,Barbosa,76215125418162,Barbosa,2024-09-25,ATIVO,2024-10-22,6481942.85,FILIAL,2,1092
e9a3abe1-c02c-49e5-a241-f5bb4901b534,04166512418,6674.84,2024-04-01T20:50:42,04166512418,PHONE,BANCO SANTANDER S.A.,4930,54948648,CONTA_POUPANCA,PESSOA_JURIDICA,Nascimento,69525640959427,Nascimento,2018-06-16,INATIVO,2024-11-14,2046333.77,FILIAL,0,892
1d90f4f6-3911-4c60-9606-25c3f904e9e2,ana-vitoria34@example.org,54097.34,2023-03-25T10:49:57,ana-vitoria34@example.org,EMAIL,BANCO BTG PACTUAL S.A.,7651,19510789,CONTA_POUPANCA,PESSOA_JURIDICA,Pastor,92268257084308,Pastor,1976-02-13,INATIVO,2025-02-18,8496418.85,FILIAL,0,20
edd5f78c-184d-405d-8752-1145559dbccf,xgoncalves@example.org,15754.63,2022-10-09T20:45:25,xgoncalves@example.org,EMAIL,NUBANK,4673,32205512,CONTA_CORRENTE,PESSOA_JURIDICA,Pinto,68814238139516,Pinto,1985-09-16,ATIVO,2024-10-20,415124.55,FILIAL,0,960
e83c427d-cd8b-47b0-b28e-c0d31249b4c2,16c3c307-9d8b-47ae-90df-bb3b3d8ee28e,39348.51,2023-12-08T10:45:40,16c3c307-9d8b-47ae-90df-bb3b3d8ee28e,EVP,BANCO DO BRASIL S.A.,6015,31068377,CONTA_CORRENTE,PESSOA_JURIDICA,Pinto,11662748993582,Pinto,2021-09-23,ATIVO,2025-03-06,5354485.07,MATRIZ,0,1118
116eb1d2-36a5-43a9-a66a-052a51963708,33935448892022,55281.24,2024-04-11T15:58:14,33935448892022,CNPJ,ITAÚ UNIBANCO S.A.,9070,44494901,CONTA_CORRENTE,PESSOA_JURIDICA,Rodrigues,33935448892022,Rodrigues,1996-07-06,INATIVO,2024-11-26,8275216.96,MATRIZ,10,1107
501be312-2433-42b3-9a23-cdb8b4a32f27,julianapimenta@example.net,24738.27,2024-06-25T15:58:08,julianapimenta@example.net,EMAIL,ITAÚ UNIBANCO S.A.,5285,18208910,CONTA_CORRENTE,PESSOA_JURIDICA,Viana,77150467254080,Viana,2004-12-16,ATIVO,2024-10-08,3893978.16,MATRIZ,4,588
c43e4dfc-1cf6-446d-8545-4ba6c52a8fbf,02114509401,87726.51,2024-03-30T17:40:04,02114509401,PHONE,BANCO DO BRASIL S.A.,2345,32308348,CONTA_POUPANCA,PESSOA_JURIDICA,Barros,70963202461197,Barros,2002-09-04,INATIVO,2024-07-29,1302939.39,FILIAL,6,935
48ee9d64-e0de-4e82-9e05-73bb03dd6f93,29590969488403,48655.68,2025-02-03T10:14:46,29590969488403,CNPJ,BANRISUL,9249,29388681,CONTA_POUPANCA,PESSOA_JURIDICA,Brito,29590969488403,Brito,2012-09-02,INATIVO,2024-12-17,7930089.78,FILIAL,7,960
24a6c75f-9e7e-4c29-ac2c-e3c47f37c054,6846f3b3-8111-45a3-afcd-12da4a3e0b68,33958.67,2025-03-06T15:53:31,6846f3b3-8111-45a3-afcd-12da4a3e0b68,EVP,BRADESCO S.A.,5211,16459821,CONTA_CORRENTE,PESSOA_JURIDICA,Cavalcanti,44577625032128,Cavalcanti,1979-03-09,ATIVO,2025-03-13,2500583.48,MATRIZ,5,55
f0974fe6-4ca9-4396-ab1f-3b142cf2ce31,04879777135210,48812.1,2022-03-24T05:00:05,04879777135210,CNPJ,BANCO INTER S.A.,9956,54900515,CONTA_POUPANCA,PESSOA_JURIDICA,Macedo,04879777135210,Macedo,2012-10-17,ATIVO,2024-11-18,5502531.42,FILIAL,9,898
595249c0-20a4-4c21-95de-9cab87241181,1138394852,44962.02,2025-04-01T09:00:30,1138394852,PHONE,BRADESCO S.A.,4524,66713116,CONTA_POUPANCA,PESSOA_JURIDICA,Rocha,56004157679762,Rocha,1981-04-11,ATIVO,2025-05-31,9605770.15,MATRIZ,0,88
3e7446db-e942-47c7-b980-939aeed2ec73,44934242071904,16461.54,2022-03-27T10:55:22,44934242071904,CNPJ,BANCO DO BRASIL S.A.,3185,10657480,CONTA_POUPANCA,PESSOA_JURIDICA,Viana da Rocha S.A.,44934242071904,Viana da Rocha S.A.,1988-11-20,ATIVO,2025-02-18,2796310.75,MATRIZ,3,888
d28b2d90-97d6-46da-adce-ec61a6308bd0,bda-luz@example.org,54672.84,2024-11-14T09:26:53,bda-luz@example.org,EMAIL,BANCO ORIGINAL S.A.,3036,67779652,CONTA_POUPANCA,PESSOA_JURIDICA,Farias,70193237787626,Farias,2022-01-02,ATIVO,2024-08-11,8145201.83,MATRIZ,0,879
dd70613e-81eb-4bb4-8286-d3d8e5b9bf2c,30385776868723,26746.28,2023-12-02T10:27:44,30385776868723,CNPJ,BANCO SANTANDER S.A.,6632,96651365,CONTA_CORRENTE,PESSOA_JURIDICA,da Mota,30385776868723,da Mota,2005-02-12,ATIVO,2025-04-30,702595.01,MATRIZ,4,818
9655838b-58d8-4a08-90b5-d3bfbeb0ca90,5508427281581,37939.93,2023-07-09T06:02:01,5508427281581,PHONE,BANCO INTER S.A.,1092,65041257,CONTA_POUPANCA,PESSOA_JURIDICA,Mendonça Cirino - EI,85984816106730,Mendonca Cirino - EI,2009-02-01,ATIVO,2024-08-27,696531.36,FILIAL,1,960
60c1c7d7-01d2-4400-97f8-93dc2f423b58,07ba1b25-082b-476a-9251-8b6870c68bb9,67073.76,2025-06-01T01:00:32,07ba1b25-082b-476a-9251-8b6870c68bb9,EVP,BRADESCO S.A.,3120,25353459,CONTA_POUPANCA,PESSOA_JURIDICA,Garcia Campos Ltda.,80021915886013,Garcia Campos Ltda.,1977-02-23,ATIVO,2025-02-14,3505241.07,MATRIZ,6,1051
ede4c569-9fbd-4721-9ee5-b7ac5e2fbe18,5508434692260,7146.44,2022-06-15T11:40:44,5508434692260,PHONE,NUBANK,8098,45600570,CONTA_CORRENTE,PESSOA_JURIDICA,Almeida Cunha e Filhos,99083367423149,Almeida Cunha e Filhos,1999-08-13,ATIVO,2025-02-16,6596556.83,MATRIZ,1,50
686e732e-acc4-4669-aac5-8b487e050005,gabrielada-paz@example.org,36846.29,2023-08-20T05:51:22,gabrielada-paz@example.org,EMAIL,ITAÚ UNIBANCO S.A.,7581,77952298,CONTA_POUPANCA,PESSOA_JURIDICA,Abreu,77394654530995,Abreu,2015-08-01,ATIVO,2024-10-10,279472.94,MATRIZ,0,1196
a4d15add-7275-4b08-b876-bbe12bd67cbc,23525e76-7f4f-468a-b7ff-87d13864823c,54301.61,2023-07-04T12:29:47,23525e76-7f4f-468a-b7ff-87d13864823c,EVP,BANRISUL,3871,16737920,CONTA_POUPANCA,PESSOA_JURIDICA,Leão,51009298540322,Leao,2007-05-09,ATIVO,2024-11-01,603329.73,MATRIZ,0,1031
52dc4915-19e2-4d96-b5ca-45f3da2cbc7c,a54b62a7-968b-4c48-b754-444b23545eb2,88305.36,2024-12-08T21:13:01,a54b62a7-968b-4c48-b754-444b23545eb2,EVP,NUBANK,1293,59295358,CONTA_CORRENTE,PESSOA_JURIDICA,da Mota S/A,83701306745017,da Mota S/A,2007-06-16,ATIVO,2024-11-01,4914390.25,MATRIZ,1,846
eda4a1a3-ed83-4357-9520-3b5bef76ae53,e7db3f3b-15cd-45f1-827c-3bc530f2137b,71029.49,2025-04-30T09:36:31,e7db3f3b-15cd-45f1-827c-3bc530f2137b,EVP,NUBANK,5940,92201489,CONTA_POUPANCA,PESSOA_JURIDICA,Ribeiro - ME,40228302018000,Ribeiro - ME,2000-07-02,INATIVO,2024-12-16,4507645.01,MATRIZ,0,567
3688a414-bf5d-45c1-8448-52bab78e8ff2,kmoraes@example.org,36934.63,2020-09-26T08:37:16,kmoraes@example.org,EMAIL,BRADESCO S.A.,4215,92488655,CONTA_POUPANCA,PESSOA_JURIDICA,Gomes Ltda.,75176934594541,Gomes Ltda.,1977-07-24,ATIVO,2024-07-29,7310597.41,MATRIZ,0,406
b16bc29b-1f24-4eef-af4c-677ff99a439f,558102903057,78711.08,2022-12-31T04:10:25,558102903057,PHONE,BANCO BTG PACTUAL S.A.,9074,55526291,CONTA_POUPANCA,PESSOA_JURIDICA,Casa Grande Ramos - ME,47470282055218,Casa Grande Ramos - ME,2006-02-16,ATIVO,2024-08-17,7790888.63,MATRIZ,0,32
6f3b2acd-ac1f-4aa3-aa43-835e431409de,13543186655343,31525.16,2020-09-01T17:50:38,13543186655343,CNPJ,BANCO ORIGINAL S.A.,3460,59808905,CONTA_POUPANCA,PESSOA_JURIDICA,Sampaio,13543186655343,Sampaio,1987-02-11,INATIVO,2024-09-12,8624626.54,FILIAL,1,896
8bd9fd22-ff5b-40b1-9ad9-9a1a016768ec,ada-mata@example.org,75700.62,2023-08-10T05:18:50,ada-mata@example.org,EMAIL,BRADESCO S.A.,5042,67407878,CONTA_CORRENTE,PESSOA_JURIDICA,Câmara Pires - ME,93731319601929,Camara Pires - ME,2016-11-21,INATIVO,2024-09-01,420353.58,FILIAL,7,923
a0c2c8ea-8b48-4c79-a686-edeb5684941d,92899892808812,83190.58,2021-01-11T14:34:58,92899892808812,CNPJ,BANCO DO BRASIL S.A.,6959,96771034,CONTA_POUPANCA,PESSOA_JURIDICA,Lima,92899892808812,Lima,2012-07-10,ATIVO,2025-04-16,79017.89,MATRIZ,8,421
bdaf25ff-6da3-4085-ae31-1bfb52bbe45b,03172085591,25205.36,2021-10-22T03:56:11,03172085591,PHONE,CAIXA ECONÔMICA FEDERAL,7360,93520290,CONTA_POUPANCA,PESSOA_JURIDICA,Câmara Barbosa e Filhos,25313386433906,Camara Barbosa e Filhos,2016-01-31,ATIVO,2024-08-04,7625365.96,MATRIZ,10,878
40f46a8c-6a9f-4aed-8b84-64335b444c18,08179662240,75918.91,2021-04-24T01:40:09,08179662240,PHONE,CAIXA ECONÔMICA FEDERAL,6182,22857439,CONTA_CORRENTE,PESSOA_JURIDICA,Ferreira,46979320156730,Ferreira,1997-01-14,INATIVO,2024-11-02,7470081.19,MATRIZ,9,561
cc09ec25-c543-4eb7-8c6a-a66afc0da385,yan59@example.com,76059.11,2023-05-01T16:01:59,yan59@example.com,EMAIL,BANCO ORIGINAL S.A.,6822,40396912,CONTA_CORRENTE,PESSOA_JURIDICA,Santos Ltda.,05274483856715,Santos Ltda.,1998-07-21,ATIVO,2025-05-16,9341768.48,MATRIZ,1,45
2fd41041-fa87-4b38-9675-03a224939b2d,90fea432-9628-427b-9b45-67f7e3c0b004,26058.06,2022-11-25T08:16:29,90fea432-9628-427b-9b45-67f7e3c0b004,EVP,BANCO ORIGINAL S.A.,1997,85971192,CONTA_POUPANCA,PESSOA_JURIDICA,Melo,58088945911203,Melo,2013-05-22,INATIVO,2024-07-31,8824936.45,FILIAL,0,14
10498065-a11a-4840-8561-01616b63f641,7132562993,17580.04,2023-04-18T03:01:00,7132562993,PHONE,BANCO ORIGINAL S.A.,4961,25659349,CONTA_POUPANCA,PESSOA_JURIDICA,Cirino Ltda.,41322148736134,Cirino Ltda.,1983-12-08,ATIVO,2025-03-26,2243866.28,FILIAL,0,918
97d654d7-daca-4cdd-871a-fb181196ad5b,33770473172920,8748.2,2023-12-23T13:46:06,33770473172920,CNPJ,ITAÚ UNIBANCO S.A.,9461,53014304,CONTA_CORRENTE,PESSOA_JURIDICA,Novaes Costa - EI,33770473172920,Novaes Costa - EI,2023-10-19,INATIVO,2024-12-24,6825551.15,MATRIZ,0,811
3a318d8c-f4ec-4436-a22f-bafb7440ca6b,73168464847340,32404.9,2022-10-06T03:12:08,73168464847340,CNPJ,CAIXA ECONÔMICA FEDERAL,1602,28902788,CONTA_CORRENTE,PESSOA_JURIDICA,Almeida Albuquerque S/A,73168464847340,Almeida Albuquerque S/A,2000-05-31,ATIVO,2024-07-23,7413034.48,FILIAL,0,48
ceaae81e-a985-4ba2-bf60-d5023331dd93,yribeiro@example.net,72861.5,2020-09-25T12:00:03,yribeiro@example.net,EMAIL,BANRISUL,4887,60525390,CONTA_CORRENTE,PESSOA_JURIDICA,Souza Cirino S.A.,57519484579251,Souza Cirino S.A.,2014-01-04,INATIVO,2024-11-17,4249116.56,FILIAL,4,67
191f7d4a-b075-4bf8-87a2-9dba05e7d67b,01105276740,38187.42,2022-10-23T14:27:59,01105276740,PHONE,BANCO DO BRASIL S.A.,8514,24044309,CONTA_CORRENTE,PESSOA_JURIDICA,Casa Grande,04746287359357,Casa Grande,2015-07-08,INATIVO,2024-07-04,8787061.8,FILIAL,0,592
024bb091-c39b-45ae-bab1-da2dff8fac80,93874907413678,99095.56,2024-01-15T00:48:53,93874907413678,CNPJ,BANCO SANTANDER S.A.,6890,19035692,CONTA_CORRENTE,PESSOA_JURIDICA,Sales,93874907413678,Sales,2011-04-02,ATIVO,2024-12-26,490046.1,FILIAL,0,439
b1fab57a-6b71-4b22-8c24-47cf75c6e215,6e67da10-f138-4b83-bfa4-064fcf178579,33198.61,2023-08-16T21:22:22,6e67da10-f138-4b83-bfa4-064fcf178579,EVP,CAIXA ECONÔMICA FEDERAL,7590,95420533,CONTA_POUPANCA,PESSOA_JURIDICA,Montenegro,04678907206960,Montenegro,1987-06-12,ATIVO,2025-01-09,2838350.94,FILIAL,0,1133
59c60bcd-3157-4d17-8a4c-28ad4cd0405a,552118789449,45769.38,2021-04-24T17:53:37,552118789449,PHONE,BANCO INTER S.A.,1472,99423857,CONTA_POUPANCA,PESSOA_JURIDICA,Araújo,92565826213292,Araujo,1975-12-12,ATIVO,2024-09-13,4960185.24,FILIAL,6,448
d5ef329f-0fc7-4352-a014-3d72696ed39e,556110175999,39770.2,2022-05-29T07:55:55,556110175999,PHONE,BANCO INTER S.A.,7208,32953819,CONTA_POUPANCA,PESSOA_JURIDICA,Ramos Dias - ME,33039181279202,Ramos Dias - ME,1986-03-14,INATIVO,2024-09-25,5655165.82,FILIAL,0,1138
0c6f91aa-4a9f-4894-9e6b-91cab3e7e493,e8778062-5e22-4ddb-b648-e0a65c340da7,10696.4,2024-03-13T10:17:59,e8778062-5e22-4ddb-b648-e0a65c340da7,EVP,BANCO SANTANDER S.A.,1604,44509899,CONTA_POUPANCA,PESSOA_JURIDICA,da Rocha Caldeira - ME,44601284260300,da Rocha Caldeira - ME,1977-09-28,INATIVO,2025-01-12,1701558.14,FILIAL,8,473
3a60e65d-d12c-4499-8e98-d07c16ebab23,55745126864351,59051.16,2023-10-25T04:06:14,55745126864351,CNPJ,BRADESCO S.A.,4519,77371661,CONTA_POUPANCA,PESSOA_JURIDICA,Câmara Silveira e Filhos,55745126864351,Camara Silveira e Filhos,1988-11-26,ATIVO,2025-02-24,2166583.36,MATRIZ,0,48
7bdafc88-fb26-44d1-a4bd-df7b3157e68a,4401f7d8-c5ba-47d3-ae3c-185f0b5aefea,71874.86,2024-04-11T14:00:58,4401f7d8-c5ba-47d3-ae3c-185f0b5aefea,EVP,BANCO DO BRASIL S.A.,7126,28525755,CONTA_POUPANCA,PESSOA_JURIDICA,Porto S.A.,06682517109870,Porto S.A.,2015-04-26,ATIVO,2024-11-18,4670399.21,MATRIZ,0,531
15160d72-2273-484f-90d0-29c4350932c6,00398379247020,40555.82,2021-11-11T18:59:59,00398379247020,CNPJ,BANCO BTG PACTUAL S.A.,8241,76382353,CONTA_CORRENTE,PESSOA_JURIDICA,Oliveira,00398379247020,Oliveira,1989-04-01,ATIVO,2025-02-03,5544147.66,MATRIZ,0,499
b7bed380-82b3-4086-a3b4-011cfcb5cc96,wda-luz@example.net,30451.37,2022-09-22T22:51:48,wda-luz@example.net,EMAIL,BANCO INTER S.A.,7168,78263684,CONTA_POUPANCA,PESSOA_JURIDICA,Nunes,03758462001132,Nunes,2016-01-31,ATIVO,2024-06-24,551291.26,MATRIZ,0,811
2de48290-7914-40b5-967b-711fa39cc859,558193647414,62925.93,2022-05-05T01:58:29,558193647414,PHONE,BANRISUL,6574,34667194,CONTA_CORRENTE,PESSOA_JURIDICA,Andrade Ltda.,81795910306969,Andrade Ltda.,2004-05-24,ATIVO,2025-05-07,1352061.94,MATRIZ,8,570
481b0ea2-a2aa-41b4-ab28-dfd42c561017,97534f8f-4119-4bf1-b28a-984099431a8d,95716.65,2020-08-01T04:19:27,97534f8f-4119-4bf1-b28a-984099431a8d,EVP,ITAÚ UNIBANCO S.A.,4772,48087851,CONTA_POUPANCA,PESSOA_JURIDICA,Rezende,26547753704340,Rezende,1984-03-31,INATIVO,2025-05-06,2435130.16,FILIAL,8,423
210d2190-697d-447f-b400-182712510dae,gaelpinto@example.com,85599.09,2022-04-11T05:08:28,gaelpinto@example.com,EMAIL,CAIXA ECONÔMICA FEDERAL,7264,73831542,CONTA_CORRENTE,PESSOA_JURIDICA,Almeida - ME,26932563775790,Almeida - ME,1983-09-11,INATIVO,2025-05-16,6040286.76,FILIAL,6,947
15c5dfbd-fe3c-46eb-841b-f20be19b5580,60427629546708,58315.09,2021-09-09T09:07:33,60427629546708,CNPJ,CAIXA ECONÔMICA FEDERAL,2772,78164729,CONTA_POUPANCA,PESSOA_JURIDICA,Moreira,60427629546708,Moreira,2016-05-03,ATIVO,2024-08-09,7602807.79,FILIAL,10,403
231df1ec-9dc7-40f2-aeed-13cd9737ea0d,08004439918,35671.69,2022-03-07T18:12:04,08004439918,PHONE,BRADESCO S.A.,1512,87160681,CONTA_CORRENTE,PESSOA_JURIDICA,Almeida,29218315005150,Almeida,1983-01-02,ATIVO,2024-08-15,6679719.81,MATRIZ,8,3
dca24cd7-4a99-4d7a-8387-baf4c5b150ec,01042748468286,1065.21,2021-07-18T12:42:53,01042748468286,CNPJ,BRADESCO S.A.,7700,72749925,CONTA_CORRENTE,PESSOA_JURIDICA,das Neves Martins Ltda.,01042748468286,das Neves Martins Ltda.,1981-07-27,INATIVO,2025-03-01,3240138.49,MATRIZ,0,883
daee6ae6-63ca-4f57-9e2d-7bee7d5e70cb,5aebaf03-262a-410f-aa1d-0a3a12b78f98,6113.21,2020-12-30T10:27:31,5aebaf03-262a-410f-aa1d-0a3a12b78f98,EVP,BANCO INTER S.A.,7801,22846472,CONTA_CORRENTE,PESSOA_JURIDICA,Costela,77480643792612,Costela,1986-12-09,ATIVO,2025-05-27,7483622.24,MATRIZ,4,3
55ab3ae0-14ec-490a-8d47-ff5a878b31a7,eb0765cf-035a-4cb7-82b8-b1fbd529e077,66673.07,2021-05-20T01:50:56,eb0765cf-035a-4cb7-82b8-b1fbd529e077,EVP,BANCO ORIGINAL S.A.,8839,66912843,CONTA_POUPANCA,PESSOA_JURIDICA,Teixeira,10937523721286,Teixeira,2021-04-30,ATIVO,2024-07-12,4277065.22,MATRIZ,9,400
d64a8daa-80e2-4350-a38a-47592844f152,04e2a70f-6cd1-41c9-a865-0bf9f0fc2c50,87131.88,2022-02-12T18:11:50,04e2a70f-6cd1-41c9-a865-0bf9f0fc2c50,EVP,CAIXA ECONÔMICA FEDERAL,1848,64133835,CONTA_POUPANCA,PESSOA_JURIDICA,da Mata,05396971646300,da Mata,1975-08-30,ATIVO,2025-05-19,5934885.81,MATRIZ,8,444
72460eed-fd56-4f0a-8841-896c53527484,556126429195,25201.16,2021-08-24T23:27:05,556126429195,PHONE,BANCO SANTANDER S.A.,8301,96181856,CONTA_POUPANCA,PESSOA_JURIDICA,Nogueira,87527052661340,Nogueira,1993-06-28,INATIVO,2024-11-02,163176.22,FILIAL,1,834
df6cf8e0-a5fb-4096-b153-e939d55ff124,luana66@example.org,22933.69,2020-11-19T08:37:01,luana66@example.org,EMAIL,BANRISUL,3282,77051155,CONTA_POUPANCA,PESSOA_JURIDICA,Moraes S.A.,39343566286969,Moraes S.A.,1987-01-01,INATIVO,2025-06-01,3817482.92,MATRIZ,7,501
94bdc1fd-e87f-4c5b-91a9-92be0ff12077,03005959800,30424.37,2021-10-06T22:33:02,03005959800,PHONE,BANRISUL,2211,51348965,CONTA_POUPANCA,PESSOA_JURIDICA,Ramos Peixoto - EI,24902194960409,Ramos Peixoto - EI,2006-05-23,ATIVO,2025-03-28,8281882.38,MATRIZ,10,1034
22c29b7f-848d-45d2-bdc3-20295cddda19,07198956328,40967.86,2024-03-16T08:04:45,07198956328,PHONE,BANCO DO BRASIL S.A.,5352,67591157,CONTA_POUPANCA,PESSOA_JURIDICA,Sales - EI,19345074348607,Sales - EI,1977-03-14,INATIVO,2024-11-17,3175528.53,FILIAL,1,1048
2f85a06b-9b83-4686-9bf5-ed5dc63fb083,553179526755,50102.78,2023-05-22T14:26:53,553179526755,PHONE,BANCO INTER S.A.,6041,19060340,CONTA_POUPANCA,PESSOA_JURIDICA,Pires,46567837516432,Pires,1998-09-12,ATIVO,2024-08-09,3441831.51,FILIAL,7,1090
59bf6fa3-d5be-4a48-9110-c32ad57efdd2,da-cunhaluiza@example.org,29646.19,2022-10-04T00:58:58,da-cunhaluiza@example.org,EMAIL,CAIXA ECONÔMICA FEDERAL,3588,52037266,CONTA_CORRENTE,PESSOA_JURIDICA,Moreira,56917450368634,Moreira,1991-04-30,ATIVO,2024-09-11,7189738.15,FILIAL,0,10
57df9229-ea1a-4b0e-af32-cc0b64e4cbdd,86320396605160,45797.11,2023-06-04T10:58:12,86320396605160,CNPJ,CAIXA ECONÔMICA FEDERAL,6061,86003768,CONTA_CORRENTE,PESSOA_JURIDICA,Aragão,86320396605160,Aragao,2003-03-15,ATIVO,2025-04-25,6934756.46,FILIAL,1,977
