id,endToEndId,originClientId,destinationKeyValue,amount,timestamp,key,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cnpj,company_name,registration_date,status,status_date,share_capital,branch_type,common_transfers_client,all_transfers,confidence_score,fraud_reasons
4ded3f42-86a9-401d-9bb5-c11b73486e82,E6074694820240118ABF4817A2C004E7A,2,90995196796690,56907.0,2024-01-18T22:11:17,90995196796690,CNPJ,BANCO DO BRASIL S.A.,8949,31592810,CONTA_CORRENTE,PESSOA_JURIDICA,Martins Ltda.,90995196796690,Martins Ltda.,2020-11-01,ATIVA,2025-02-02,9505507.87,FILIAL,2,30,0.45,"['Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Capital social elevado']"
c4b899fe-ab71-49f8-aa3d-4d4886e76706,E6074694820240904C750EA5AC293404A,9,13561733995769,54159.81,2024-09-04T02:55:42,13561733995769,CNPJ,ITAÚ UNIBANCO S.A.,8837,45270274,CONTA_CORRENTE,PESSOA_JURIDICA,Fonseca Melo S/A,13561733995769,Fonseca Melo S/A,2017-06-06,ATIVA,2025-01-21,3631236.37,MATRIZ,9,830,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
959e1ba7-64f3-4d1d-b907-d2ec8120e559,E6074694820230704CDF1FBA929DD4EC7,8,7828121247650,29619.46,2023-07-04T23:42:03,7828121247650,CNPJ,BANCO DO BRASIL S.A.,4015,21993012,CONTA_POUPANCA,PESSOA_JURIDICA,Porto Ltda.,7828121247650,Porto Ltda.,2019-07-13,ATIVA,2024-06-25,4049820.11,FILIAL,0,2,0.4,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Muito baixa movimentação anual', 'Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
60597d13-d931-4fbb-b8c9-5e2805cc66ca,E6074694820250203006D8CC935A447F5,1,71921477086958,47868.86,2025-02-03T23:46:44,71921477086958,CNPJ,NUBANK,4013,55490302,CONTA_POUPANCA,PESSOA_JURIDICA,Barros Ltda.,71921477086958,Barros Ltda.,2023-02-12,ATIVA,2025-02-16,8100978.59,FILIAL,0,491,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
11891bf3-fbe1-4044-ba4f-c9297a6c831a,E6074694820231207AF1A9DE040A04AB5,2,2370680276824,88654.24,2023-12-07T13:00:19,2370680276824,CNPJ,BANRISUL,1708,13053627,CONTA_POUPANCA,PESSOA_JURIDICA,da Rocha,2370680276824,da Rocha,2021-12-08,ATIVA,2025-05-02,4511462.95,MATRIZ,7,1058,0.8,"['Empresa ativa', 'Capital social elevado']"
ce02b7d3-08f3-4228-b079-8924081cc9f0,E607469482024070661E57AAC346F46E4,8,80652377382938,29943.65,2024-07-06T01:37:09,80652377382938,CNPJ,BANCO DO BRASIL S.A.,5085,60446312,CONTA_POUPANCA,PESSOA_JURIDICA,Melo,80652377382938,Melo,2023-02-20,ATIVA,2025-01-31,620117.64,FILIAL,2,822,0.8,"['Empresa ativa', 'Capital social elevado']"
18dadc69-23f6-42f6-a766-433e609fd047,E6074694820231108D120D6062282433C,4,68260766477620,67245.17,2023-11-08T21:28:16,68260766477620,CNPJ,BANCO INTER S.A.,5546,94513570,CONTA_CORRENTE,PESSOA_JURIDICA,Moreira Peixoto - EI,68260766477620,Moreira Peixoto - EI,2022-11-02,ATIVA,2025-03-03,2405791.08,MATRIZ,0,937,0.55,"['Nenhuma transação comum com este cliente', 'Proporção baixa de transações com este cliente', 'Empresa ativa', 'Capital social elevado']"
e1f75ebb-9432-45fd-9bae-becc909c93fd,E60746948202309088687865D335248B5,3,51364001856069,39973.3,2023-09-08T18:57:23,51364001856069,CNPJ,BANCO ORIGINAL S.A.,6601,81262925,CONTA_POUPANCA,PESSOA_JURIDICA,Barbosa da Rocha S.A.,51364001856069,Barbosa da Rocha S.A.,2016-07-28,ATIVA,2025-03-25,4378656.03,MATRIZ,6,1087,1.0,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
0484a9eb-6502-48c1-bf4b-9497353a0851,E6074694820240430601D60AA3AB74A4D,8,66619492371864,78894.19,2024-04-30T10:19:54,66619492371864,CNPJ,CAIXA ECONÔMICA FEDERAL,1173,66509361,CONTA_POUPANCA,PESSOA_JURIDICA,da Paz Cavalcanti e Filhos,66619492371864,da Paz Cavalcanti e Filhos,2018-03-28,ATIVA,2024-05-26,8136958.34,MATRIZ,0,1196,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
dc3bedd4-3713-4708-99fb-d09d99bfdd6f,E60746948202407112FEE3D16301344CF,3,22676060073630,26607.98,2024-07-11T04:08:23,22676060073630,CNPJ,ITAÚ UNIBANCO S.A.,5110,19926417,CONTA_POUPANCA,PESSOA_JURIDICA,Marques Albuquerque S.A.,22676060073630,Marques Albuquerque S.A.,2018-11-22,ATIVA,2024-07-30,1709064.87,MATRIZ,0,810,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
aa2e6174-f367-4912-95df-4c3ad257a795,E607469482023122495B66DA473C54276,10,44309798006083,21053.67,2023-12-24T01:19:36,44309798006083,CNPJ,BRADESCO S.A.,6174,69534053,CONTA_POUPANCA,PESSOA_JURIDICA,Monteiro S.A.,44309798006083,Monteiro S.A.,2019-11-24,ATIVA,2024-09-04,5526591.64,MATRIZ,0,806,0.75,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
136e7a2e-9c2b-4b04-aeb5-4eb9fa906be1,E6074694820230917824C0E831BD5406D,3,14344114343958,31140.33,2023-09-17T15:12:40,14344114343958,CNPJ,ITAÚ UNIBANCO S.A.,1677,72378732,CONTA_CORRENTE,PESSOA_JURIDICA,Gomes Souza S.A.,14344114343958,Gomes Souza S.A.,2016-02-08,ATIVA,2025-03-02,1543275.58,FILIAL,10,25,0.9,"['Empresa ativa', 'Empresa com mais de 5 anos de existência', 'Capital social elevado']"
