id,destination_key_value,amount,timestamp,key_type,institution,branch,account_number,account_type,owner_type,owner_name,cpf,full_name,birth_date,registration_date,status,common_transfers_client,all_transfers
f09d5fe9-4d7b-4c16-bdcd-dcbca5cd3fdd,82629228320,26572.38,2022-11-05T11:06:01,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,0,899
534fe2e7-4108-46fa-b639-12cb32eca5a3,82629228320,962.67,2021-02-22T12:40:14,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,9,503
f2729111-9ad8-4dac-87f6-58b565d8fbaa,82629228320,21010.05,2020-12-24T15:49:55,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,0,463
f2d7deb2-36f0-48b1-941a-512ef7ca3719,82629228320,10597.14,2024-04-23T13:54:17,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,4,79
6d6af8e5-2f2e-4202-b5bd-4f56b33570fd,82629228320,77158.22,2022-12-12T11:58:02,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,2,937
9810b5c5-272c-4fad-a823-17fdf729091a,82629228320,71079.0,2022-07-17T04:32:44,CPF,CAIXA ECONÔMICA FEDERAL,9023,52630571,CONTA_CORRENTE,PESSOA_FISICA,Maria Helena Abreu,82629228320,Maria Helena Abreu,1957-11-17,1980-01-08 02:43:11,INATIVO,7,997
ab9b7237-91c2-4451-b062-8a89d3ff14cb,joao-gabriel08@example.com,86064.61,2025-04-07T22:51:13,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,8,1026
90fa4783-2db4-4161-b4e7-3fe0afb54f94,joao-gabriel08@example.com,30063.41,2023-10-31T22:45:00,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,1040
f59aa1f2-cb38-4e0e-9742-d28dff2c168e,joao-gabriel08@example.com,77394.59,2025-01-16T04:27:56,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,37
782a8ab7-3cbd-4cf5-99ae-98956f9b3b61,joao-gabriel08@example.com,85853.53,2024-07-05T07:58:12,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,573
cc8135d5-06ba-436c-9e16-a78223145e15,joao-gabriel08@example.com,96909.09,2020-08-17T02:16:24,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,1179
ec9a0708-164b-4083-b8f2-4bb35d2a330a,joao-gabriel08@example.com,49210.61,2025-05-20T09:54:27,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,7,804
56992f4f-b0fc-440f-90bb-3b6979b632cd,joao-gabriel08@example.com,77481.53,2024-07-05T11:59:21,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,1011
773865ce-ce76-4450-aaeb-da59c7ca7f71,joao-gabriel08@example.com,20506.24,2022-11-11T15:40:24,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,3,824
253abfce-acdc-40ae-a525-aee76374909a,joao-gabriel08@example.com,26177.37,2023-07-04T13:35:42,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,47
47cdebd8-f409-47c9-a29d-91245ea80c2b,joao-gabriel08@example.com,8529.79,2024-12-06T16:37:24,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,44
b721c74b-b764-44ba-8b78-d285df96db49,joao-gabriel08@example.com,91988.11,2020-09-11T19:51:54,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,1064
16242011-9b23-4f6c-b2ac-9b919779d3d4,joao-gabriel08@example.com,10715.43,2024-09-28T01:40:05,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,1145
7e3a6763-ae21-4197-aa43-5ddd62dc9901,joao-gabriel08@example.com,14007.74,2024-11-08T06:26:41,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,8,82
f6d4a25c-d19b-4de3-95f2-97a74b25eef1,joao-gabriel08@example.com,9135.4,2022-01-23T21:15:40,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,928
64564296-17d8-4737-a9bc-e6fab6bbed9d,joao-gabriel08@example.com,4283.32,2022-04-24T19:41:22,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,869
f0ae28a2-cc02-4437-bad5-825cf9eba7be,joao-gabriel08@example.com,68726.38,2021-02-20T05:10:28,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,467
39feac76-2a21-4045-8302-f365d14b6d23,joao-gabriel08@example.com,51904.74,2024-03-30T07:28:01,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,3,880
ad530545-64d7-43f8-b655-dbd672c2b461,joao-gabriel08@example.com,68379.39,2022-06-20T07:55:51,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,2,995
1e71af65-7bf8-413b-b19b-a36726878e25,joao-gabriel08@example.com,25909.98,2022-09-12T10:28:32,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,0,9
87d763c7-a177-4286-9616-6827c891efce,joao-gabriel08@example.com,60280.2,2024-05-31T16:09:35,EMAIL,CAIXA ECONÔMICA FEDERAL,8901,29600082,CONTA_CORRENTE,PESSOA_FISICA,Mirella Rodrigues,51899057803,Mirella Rodrigues,1968-06-09,1988-08-02 10:46:25,ATIVO,9,11
44b9664b-ac66-4801-ae1b-7553064f67b7,558104716798,87366.5,2023-07-04T07:14:17,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,1,494
631bae59-739d-47df-b465-588f39b00ce5,558104716798,34942.77,2025-03-31T23:57:32,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,7,510
90df6686-ca77-4a2b-9100-621a01e8a6a2,558104716798,36263.47,2023-06-04T18:40:40,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,2,560
bf225eca-e257-4b41-885b-f9e85731fb3b,558104716798,96775.33,2021-06-19T02:42:39,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,1055
2b91063b-97ed-4669-a6eb-cf1684406a22,558104716798,19492.77,2024-09-29T19:40:34,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,7,1037
e7e07c63-bfc3-4bf9-b421-30c5935d67cc,558104716798,73414.57,2023-01-27T09:45:59,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,82
97f76589-7a00-4b59-b6db-4c4fc8ced2ed,558104716798,47638.21,2022-10-19T02:09:49,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,8,491
d49f7d0f-a76c-4cbe-94b9-bf8ad6ca8139,558104716798,37043.42,2020-10-23T09:13:49,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,1128
f61c41f0-6137-498b-93fb-5079609fa068,558104716798,37987.11,2021-11-23T11:41:59,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,9,1069
0041ce9d-67c3-4f3a-81dd-875420dee3b3,558104716798,65610.9,2024-09-19T20:30:38,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,10,9
e3ba8f59-e32c-4668-8693-1cba7c04e47b,558104716798,902.19,2022-04-10T14:26:28,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,3,479
4eef2ae7-d102-4351-9044-3f60aad787f5,558104716798,72529.73,2024-12-10T04:58:21,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,2,13
5b41cbfa-4598-41ae-8bce-5dae4ac6d256,558104716798,98866.49,2022-11-01T10:37:30,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,10,1035
15ef591b-4a2b-4f7d-abeb-dcb8b599faaa,558104716798,51686.52,2020-10-01T16:32:02,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,1024
0e8ddc85-1460-47f8-b181-8de5388a79a5,558104716798,11050.28,2020-10-06T07:14:23,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,447
edb16768-7ef1-411d-8f2a-4887580ee84e,558104716798,85301.86,2024-09-01T22:58:55,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,1,849
47b3d043-e2ea-4b22-af88-f463503fdf2a,558104716798,42540.68,2024-04-29T15:18:43,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,4,581
005685db-f8b1-47da-b569-9ba1fa9bf94b,558104716798,26064.3,2025-05-18T20:02:11,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,1105
2ec10acc-d8bc-4379-9bf6-22faad329e40,558104716798,8666.73,2024-12-17T21:36:15,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,494
5832386f-16b2-48c4-b564-95725b29b6ae,558104716798,4230.17,2020-09-23T20:47:13,PHONE,BANCO SANTANDER S.A.,6079,90721501,CONTA_POUPANCA,PESSOA_FISICA,Maria Helena da Conceição,59700020118,Maria Helena da Conceição,1953-05-01,2023-03-15 00:33:47,INATIVO,0,458
3c8f6e32-45ca-445f-8d3c-257ee77c9fba,11f98056-0d04-496b-9035-e728900252fd,12946.67,2024-02-29T02:47:26,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,905
479b5b4a-1c08-451a-a3e6-54bce0e71fab,11f98056-0d04-496b-9035-e728900252fd,44339.43,2023-01-14T23:40:43,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,6,1042
7917e094-9416-4fcd-864b-165cdb58e81b,11f98056-0d04-496b-9035-e728900252fd,5358.66,2022-08-17T10:03:30,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,856
3e249256-b877-4157-959b-d43594b83388,11f98056-0d04-496b-9035-e728900252fd,76671.96,2024-07-08T03:06:33,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,2,440
8107c44e-0154-4b0e-8594-c12947d0baaf,11f98056-0d04-496b-9035-e728900252fd,71648.05,2022-06-10T21:10:31,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,1135
3116d39e-973c-44cf-bbee-1f37cb5b38a0,11f98056-0d04-496b-9035-e728900252fd,47905.47,2022-01-19T01:30:36,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,414
02e12e54-7693-4ec5-a823-74b1da69f3f0,11f98056-0d04-496b-9035-e728900252fd,7736.23,2025-03-10T17:06:10,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,25
f2a49b59-e4b9-4276-b366-9ba3d9017180,11f98056-0d04-496b-9035-e728900252fd,34132.53,2024-12-26T13:35:32,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,1112
cd0ad8d5-b894-4f55-8b02-56477109b36b,11f98056-0d04-496b-9035-e728900252fd,33368.79,2020-07-14T17:05:20,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,577
b1098e11-a17c-43c4-b224-49ca02c2e2b6,11f98056-0d04-496b-9035-e728900252fd,82606.55,2020-10-05T23:25:48,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,947
69860b73-bd9c-4b77-aac8-4375b6674b2d,11f98056-0d04-496b-9035-e728900252fd,68098.68,2025-06-05T09:59:15,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,7,487
5e0b8329-80d8-48bf-aec4-338fe26e4312,11f98056-0d04-496b-9035-e728900252fd,86479.32,2024-02-28T07:57:59,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,2,595
e91181f8-81d0-4e8e-b5a7-ed8860086809,11f98056-0d04-496b-9035-e728900252fd,92217.0,2025-03-10T03:04:26,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,545
879d2fe8-7959-436d-8b53-8f4a10833e3c,11f98056-0d04-496b-9035-e728900252fd,29457.77,2024-04-01T19:53:36,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,10,864
bc74523c-67a5-4aff-a8df-c6d9358262df,11f98056-0d04-496b-9035-e728900252fd,97286.17,2022-12-07T21:12:47,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,417
b2a8b94a-3673-4171-8615-8040095c31ff,11f98056-0d04-496b-9035-e728900252fd,38692.91,2023-01-20T06:32:17,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,2,860
5c6a02dd-c56e-4553-ac7e-7a2d3021e4d4,11f98056-0d04-496b-9035-e728900252fd,90337.74,2021-05-24T00:59:07,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,6,1187
46e8330f-40d8-462c-841b-134bfe5793d1,11f98056-0d04-496b-9035-e728900252fd,91729.63,2023-04-01T22:07:15,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,1170
79147b17-9a27-4d37-a87f-a85b67ce40f3,11f98056-0d04-496b-9035-e728900252fd,21886.89,2024-09-22T03:40:10,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,7,956
05eaab72-ccb0-4dba-b045-3dd40696cd7c,11f98056-0d04-496b-9035-e728900252fd,41036.73,2022-05-20T23:15:56,EVP,BANCO INTER S.A.,3337,69422147,CONTA_CORRENTE,PESSOA_FISICA,Caroline Câmara,60638835097,Caroline Câmara,1966-10-05,1986-04-06 09:58:29,ATIVO,0,1018
b0a3221d-d6ae-41af-adc2-54fab188b471,49198630474,39261.94,2024-07-27T10:36:34,CPF,BANCO INTER S.A.,7753,85223611,CONTA_POUPANCA,PESSOA_FISICA,Maria Cecília Martins,49198630474,Maria Cecília Martins,1951-02-10,2021-10-30 05:24:17,ATIVO,10,955
500c2768-6d7d-4eb7-b2ed-c3b33d2fec0d,49198630474,4755.84,2023-01-23T10:29:49,CPF,BANCO INTER S.A.,7753,85223611,CONTA_POUPANCA,PESSOA_FISICA,Maria Cecília Martins,49198630474,Maria Cecília Martins,1951-02-10,2021-10-30 05:24:17,ATIVO,3,456
472d755c-9c5f-4dc0-bea2-8351f0f2fe7a,49198630474,64980.96,2022-08-04T03:41:36,CPF,BANCO INTER S.A.,7753,85223611,CONTA_POUPANCA,PESSOA_FISICA,Maria Cecília Martins,49198630474,Maria Cecília Martins,1951-02-10,2021-10-30 05:24:17,ATIVO,0,888
c235cb91-68a1-455d-ba36-5f2e837fae56,49198630474,15146.01,2020-12-05T11:55:24,CPF,BANCO INTER S.A.,7753,85223611,CONTA_POUPANCA,PESSOA_FISICA,Maria Cecília Martins,49198630474,Maria Cecília Martins,1951-02-10,2021-10-30 05:24:17,ATIVO,0,527
